Item name;Variations;Option set 1;Option 1;Option set 2;Option 2;Option set 3;Option 3;Option set 4;Option 4;Is variation visible? (Yes/No);Price;Cost price;Variable price? (Yes/No);Tax rate (%);On sale in Online Store?;Regular price (before sale);Set up different prices and VAT for takeaway;Takeaway price;Takeaway tax rate;Unit;Track inventory? (Yes/No);Quantity;Low stock threshold;SKU;Barcode;Modifiers;Description (Online Store and Invoices only);Category;Display item at Checkout? (Yes/No);Display colour in POS checkout;Image 1;Image 2;Image 3;Image 4;Image 5;Image 6;Image 7;Display item in Online Store? (Yes/No);SEO title (Online Store only);SEO description (Online Store only);Shipping weight [kg] (Online Store only);Display service in Bookings? (Yes/No);Duration [minutes] (Bookings only);Location [business/customer] (Bookings only);Item id (Do not change);Variant id (Do not change);
Numbuzin  1 sun cream ;;;;;;;;;;Yes;23.00;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;NUMBUZIN ;Yes;Light blue;https://images.sumup.com/img_5FV4Z28VXB860TGT3JY1CYZVY5;;;;;;;Yes;Numbuzin  1 sun cream ;;;Yes;45;business;c6dc67cb-87ee-4bbb-b6f7-a0c45073955a;7c397671-5b2b-4ce8-bd54-1f4f8111d19e;
Numbuzin 1 serum soothing;;;;;;;;;;Yes;23.99;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;NUMBUZIN ;Yes;Light green;https://images.sumup.com/img_7XPS915A718GXA03Z7PDAH4E3G;;;;;;;Yes;Numbuzin 1 serum soothing;;;Yes;45;business;6bd4b677-227f-46bf-a0de-b56164e4a9c7;0a3890d9-91f9-447a-803d-76a1012e4a98;
Numbuzin 3+ ;;;;;;;;;;Yes;25.00;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;NUMBUZIN ;Yes;;https://images.sumup.com/img_2FD0CMF8Y79P483CQR5KF8VB5C;;;;;;;Yes;Numbuzin 3+ ;;;Yes;45;business;78ad29ac-d1f7-4947-a2fb-8786ee1fd146;a1efe459-c918-4659-9a2b-8bcc3e548855;
Numbuzin 9+;;;;;;;;;;Yes;16.00;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;NUMBUZIN ;Yes;Purple;https://images.sumup.com/img_3623QKSE3R9TTT2RB8EYAVYRG8;;;;;;;Yes;Numbuzin 9+;;;Yes;45;business;8804077d-05d3-4edf-bb87-28ac1c8154b2;7ffdc8bb-67ff-4a99-adfe-cb5e998a3ff2;
Numbuzin 9+ essence;;;;;;;;;;Yes;25.00;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;NUMBUZIN ;Yes;Purple;https://images.sumup.com/img_0ZK47784ZR8BH8Q4MVHT90N9FN;;;;;;;Yes;Numbuzin 9+ essence;;;Yes;45;business;4442c035-718e-4266-bf8a-31823f763ab4;41e7e982-a99a-4189-b271-fd42d86664c0;
Numbuzin patothenic;;;;;;;;;;Yes;22.75;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;NUMBUZIN ;Yes;Light blue;https://images.sumup.com/img_4H84D9FS6P9H69B4H3CKCVYEKP;;;;;;;Yes;Numbuzin patothenic;;;Yes;45;business;7183f4e1-c99b-4cf1-ae01-51c93a405850;d008c31d-3c8a-48d3-a92f-f50dcb52ac9c;
Numbuzin serum 5+;;;;;;;;;;Yes;25.00;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;NUMBUZIN ;Yes;;https://images.sumup.com/img_7A402T6C3H9Q48ZRBAS4SSRW3C;;;;;;;Yes;Numbuzin serum 5+;;;Yes;45;business;2fb41fac-fdf1-4ad6-b6f5-0e82c1bdb54a;a554b02a-bbcd-493c-8990-bc79667f3d8c;
Numbuzin9+ eye cream ;;;;;;;;;;Yes;22.50;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;NUMBUZIN ;Yes;;https://images.sumup.com/img_7NQ4SAT9Z68K1T6R10A8HESCJE;;;;;;;Yes;Numbuzin9+ eye cream ;;;Yes;45;business;537d920a-e621-41d7-b58e-515850832700;a7daa598-85c9-4f3e-877a-98e09a8da93d;
Nuture   serum niacinamide ;;;;;;;;;;Yes;20.36;;No;20.00;No;;No;;;each.each;Yes;4;0;;;;;Nuture;Yes;;https://images.sumup.com/img_1XY9HCVFGC94JSDDYCWKJ4MTPP;;;;;;;Yes;Nuture   serum niacinamide ;;;Yes;45;business;cb028698-9be8-4d56-9e38-31537a59ffde;44f9e2da-34e9-429b-b117-3c53e5774e96;
Olay Clarifying Daily Facial Cleanser;;;;;;;;;;Yes;20.36;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;Olay ;Yes;;https://images.sumup.com/img_32TKKGDW939B9RX9XTVMPB0S10;;;;;;;No;;;;No;45;business;64417601-df7d-4ff9-a8c3-30bcb349cb9b;4058fb67-eb5b-4627-8a64-36e03443b343;
Olay cleanser retinol;;;;;;;;;;Yes;20.36;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;Olay ;Yes;;https://images.sumup.com/img_7SQ48XMFZF8NY90E23TDJDEQJ2;;;;;;;Yes;Olay cleanser retinol;;;Yes;45;business;072a59e8-e0a1-4e10-ba55-12b061f3fbfa;0ad4cb8b-a4b6-43bf-b8ee-0034f0a1cf3b;
Omega Green;;;;;;;;;;Yes;110.00;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;Soins de beauté;Yes;Black;;;;;;;;Yes;Omega Green;;;No;45;business;46533af9-e066-4bd9-8dc9-bb262dd4417c;dcf3da39-3708-4221-adc3-388a7c91f612;
PURITO - Centella Cream Unscented ;;;;;;;;;;Yes;18.76;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Purito;Yes;;https://images.sumup.com/img_7HQDDSY7PS8QCTE8F0S1JPDGRV;;;;;;;Yes;PURITO - Centella Cream Unscented ;;;Yes;45;business;9cd5f631-2d56-4b5f-b60e-29b44f3f281b;271c34cf-348d-4c1c-bfef-d83fbaf9f30a;
Patchs stop boutons;;;;;;;;;;Yes;12.00;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;ABIB;Yes;;;;;;;;;Yes;Patchs stop boutons;;;Yes;45;business;0aaec0e6-139e-4555-a3d1-8f4b65087bc9;e304b483-490e-4ce3-88f0-55c60ea0ec72;
Purito Azelaic acid kojic tea tree serum;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;1;2;;;;;Purito;Yes;Light green;https://images.sumup.com/img_0VQHPXW3CK9P4VFFTK17TDC647;;;;;;;Yes;Purito Azelaic acid kojic tea tree serum;;;Yes;45;business;182e8709-fc62-4c55-8839-ba1d751cc9ca;339c856c-1b01-4829-88f8-55f954f893a8;
Purito Wonder centella crezm;;;;;;;;;;Yes;18.99;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;Purito;Yes;Dark green;https://images.sumup.com/img_6571FTHYQ08HYBHS1R7RQW8YXN;;;;;;;Yes;Purito Wonder centella crezm;;;Yes;45;business;34919b23-b98f-4a43-82bf-34da592cb31a;f004e329-5af2-46dd-9c26-f3d7e82364dd;
Purito hydro wave sea cream;;;;;;;;;;Yes;18.99;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;Purito;Yes;;https://images.sumup.com/img_1YK621S7KQ838VW15A41J2NMK7;;;;;;;Yes;Purito hydro wave sea cream;;;Yes;45;business;acbfcf1c-a3c7-45e2-bfb3-b6aed40c42bc;82440dec-c271-48fc-8c2b-021706fd7a3b;
Purito mighty bamboo panthenol cre1m;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Purito;Yes;;https://images.sumup.com/img_1X333P6DVK8YMBZ2SYXH3BC9NN;;;;;;;Yes;Purito mighty bamboo panthenol cre1m;;;Yes;45;business;a0683723-1c76-4f14-9fa0-e603d38ca321;9dbc359b-5853-416d-90d1-5f598d85fcdb;
Purito oat in calming gel cream;;;;;;;;;;Yes;20.75;;No;20.00;No;;No;;;each.each;Yes;3;2;;;;;Purito;Yes;Light green;https://images.sumup.com/img_1WBXNF5A2399Q8TCZ3XXQDPN74;;;;;;;Yes;Purito oat in calming gel cream;;;Yes;45;business;be178f84-44e2-4512-9924-edfe88d7fe67;6987f6c6-a329-4502-a7b2-37191764d8a3;
Purito oat in gentle cleanser;;;;;;;;;;Yes;20.99;;No;20.00;No;;No;;;each.each;Yes;4;1;;;;;Purito;Yes;Light green;https://images.sumup.com/img_59RMRQWX5286GVB5CACCH9ANC7;;;;;;;Yes;Purito oat in gentle cleanser;;;Yes;45;business;80c56ada-7c37-40a1-9204-e568e8b39328;8a7bdbdd-c550-499b-a4d4-c7490604adec;
Purito oat pdrn toner;;;;;;;;;;Yes;23.90;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;Purito;Yes;Yellow;https://images.sumup.com/img_5VA8PFCYVB9KZA22184QBSAS5H;;;;;;;Yes;Purito oat pdrn toner;;;Yes;45;business;3ee22b33-9fa5-49c4-9a47-811efc9a1aca;4662d30d-fece-473f-8a29-a33b8259101b;
Purito panthenol cleanser;;;;;;;;;;Yes;19.50;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;Purito;Yes;Light green;https://images.sumup.com/img_3PPFMVRPTH8PN9743ENM7541YZ;;;;;;;Yes;Purito panthenol cleanser;;;Yes;45;business;7f840424-814e-46b4-acaa-0b45cb34077b;7fd79f9f-a1dc-4bbc-89ed-6aed0113ff88;
Purito suncreen;;;;;;;;;;Yes;27.00;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;Purito;Yes;;https://images.sumup.com/img_5ZZJ4AH7SK9GFSN27XKJRZ9ZYP;;;;;;;Yes;Purito suncreen;;;Yes;45;business;e1087782-8d34-450e-9aac-f3cbee2cc200;fd4e8ca4-cd18-4d08-be0f-19b12c8499df;
Pyunkan foam;;;;;;;;;;Yes;16.99;;No;20.00;No;;No;;;each.each;No;0;0;;;;;A'pieu||Pyunkang;Yes;;;;;;;;;Yes;Pyunkan foam;;;Yes;45;business;3db9feed-6594-4276-810f-85a9102cd0e7;20d4fa38-fe26-4978-8ef6-c4d1fd947f97;
Pyunkang Yul Kids & Baby Sun Cream;;;;;;;;;;Yes;17.50;;No;20.00;No;;No;;;each.each;Yes;4;2;;;;;Pyunkang;Yes;Light blue;https://images.sumup.com/img_1KXEFCZQVB9PWVSZ0653C84P2W;;;;;;;Yes;Pyunkang Yul Kids & Baby Sun Cream;;;Yes;45;business;02bae4dd-db68-4727-b1f0-49faaa090a71;08223453-fd54-4d95-8159-ea61fbb8890b;
Pyunkang Yul sun cream;;;;;;;;;;Yes;16.25;;No;20.00;No;;No;;;each.each;Yes;4;2;;;;;Pyunkang;Yes;Dark green;https://images.sumup.com/img_1KSX2VVC8N9PE88KG6RG5V7RZF;;;;;;;Yes;Pyunkang Yul sun cream;;;Yes;45;business;c6ac2ff5-4401-448f-b58c-f5191c01b688;4cf20eda-857f-4a0c-894c-9db57cd746a0;
REALBARRIER FOAM;;;;;;;;;;Yes;20.00;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;Realbarrier;Yes;Dark blue;https://images.sumup.com/img_6B7Z32H35V832V4K0X5GK9ETSA;;;;;;;Yes;REALBARRIER FOAM;;;Yes;45;business;5d26b03d-95db-453e-98c4-8b7a888dc520;3310e22f-daad-4ef0-9d78-14e49f119f8e;
ROUND LAB - 1025 Dokdo - Toner ;;;;;;;;;;Yes;18.50;;No;20.00;No;18.50;No;;;each.each;Yes;1;2;;12346789481;;<p>Exfoliant et hydratant</p>;ROUND LAB;Yes;;https://images.sumup.com/img_4ED7BRBMMB9CAVBSY9G1NDDKEV;;;;;;;Yes;;;;No;45;business;c59a1b96-e7e3-4a00-851e-3a9deb3dbf68;6682c70e-7a85-4eea-9574-41108f39cd88;
ROUND LAB - 1025 Dokdo Crème Contour des Yeux ;;;;;;;;;;Yes;25.99;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;ROUND LAB;Yes;Light blue;https://images.sumup.com/img_2M2263EFNW8HRAKWN3KR4S37BX;;;;;;;Yes;Rou d Lab eye cream;;;Yes;45;business;894da1cd-d603-40da-80d6-ddfd80151e27;766447e6-f417-411d-a0ac-a505b0a54c90;
ROUND LAB - 1025 Dokdo Huile démaquillante - 200ml;;;;;;;;;;Yes;25.99;;No;20.00;No;23.90;No;;;each.each;Yes;6;2;;12346789540;;;ROUND LAB;Yes;Dark blue;https://images.sumup.com/img_1ANPCRANG18FST1T8AYSRT0DG5;;;;;;;Yes;;;;No;45;business;217aac84-9432-4da9-a7e0-967dc2175722;7e9bf0c4-4c3a-41b7-bc40-0db4040d698b;
ROUND LAB - 1025 Mousse Nettoyante Dokdo - 150ml;;;;;;;;;;Yes;17.90;;No;20.00;No;15.90;No;;;each.each;Yes;3;2;;12346789541;;;ROUND LAB;Yes;Dark blue;https://images.sumup.com/img_14026MJW799K6AQNEC8FHHMB7E;;;;;;;Yes;;;;No;45;business;d6b1c4bf-4d6e-4dcc-89e2-401e70aaf4f0;31185ae0-591a-4068-9f27-cef8cf24fdb2;
ROUND LAB - Birch crème solaire 50ml;;;;;;;;;;Yes;22.99;;No;20.00;No;23.00;No;;;each.each;Yes;0;2;;12346789546;;;ROUND LAB;Yes;Dark blue;https://images.sumup.com/img_5Z270JRF8B906VE7C494TX8MYM;;;;;;;Yes;ROUND LAB - Birch crème solaire 50ml;;;No;45;business;e28d86ae-ed72-4116-a4bb-a0c23968caf6;f5bf9a02-780d-4e35-9f52-adcceab555d1;
ROUND LAB - Cleanser;;;;;;;;;;Yes;23.50;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;ROUND LAB;Yes;;https://images.sumup.com/img_4DAFQDDR5P92YS1HQ1HPRWBKV8;https://images.sumup.com/img_3VMAZ3Y4K0888A5HPYPFMF09EB;;;;;;Yes;Round Lab cleanser;;;Yes;45;business;dc03e36a-f510-44ac-a21a-47b4cec6da3d;c187c8a9-83b8-4278-98ec-5c4437ccf655;
ROUND LAB - Masque Nettoyant au collagène ;;;;;;;;;;Yes;23.99;;No;20.00;;;No;;;each.each;Yes;0;0;;;;;ROUND LAB;Yes;Pink;https://images.sumup.com/img_1NRN5BZ83N89T8S47AS4HMQTE8;;;;;;;Yes;;;;Yes;45;business;18D719D9-45F4-452F-8C9B-E34808F0327C;48596D3C-B5A1-4F29-9359-0870EA1B87A8;
ROUNDLAB - Birch Juice Moisturizing Mask (masque tissus);;;;;;;;;;Yes;4.00;;No;20.00;No;;No;;;each.each;Yes;20;3;;;;;ROUND LAB;Yes;Dark blue;https://images.sumup.com/img_21QTV6EA8Q9H08QTJEZMX57JMJ;;;;;;;Yes;ROUNDLAB - Birch Juice Moisturizing Mask (masque tissus);;;No;45;business;5f5be1c0-fad7-4a44-a0c8-e2395de22e24;d6878b9a-53ff-4387-a239-88a59d21269f;
Real barrier aqua soothing ampoule mask;;;;;;;;;;Yes;4.50;;No;20.00;No;;No;;;each.each;Yes;5;1;;;;;Realbarrier;Yes;Light blue;https://images.sumup.com/img_392JE0MS2Z9SY949XX4DZG8YK2;;;;;;;Yes;Real barrier aqua soothing ampoule mask;;;Yes;45;business;2a43f3bf-a78e-4161-9a79-bd5fca329e46;60990eed-2233-474e-aa5b-0fd9d58ac4e0;
Real barrier aqua soothing cream;;;;;;;;;;Yes;26.25;;No;20.00;No;;No;;;each.each;Yes;4;1;;;;;Realbarrier;Yes;Dark blue;https://images.sumup.com/img_7BEMTZX3GK8ZYT5PNE63PK9KXE;;;;;;;Yes;Real barrier aqua soothing cream;;;Yes;45;business;0fe15b1c-eef9-4e90-8f11-bde09bc67722;759e37c3-acd8-4ca4-a91a-4f22ab17bf31;
Real barrier extrem cream;;;;;;;;;;Yes;23.99;;No;20.00;No;;No;;;each.each;Yes;3;2;;;;;Realbarrier;Yes;Dark blue;https://images.sumup.com/img_0WRCNC9SK38S59H7GHYXW3G0H1;;;;;;;Yes;Real barrier extrem cream;;;Yes;45;business;d5e08dc8-2946-47e9-a793-79325096fac6;e4a26cea-af36-48dd-860a-171a908b9099;
Realbarrier ceramide moisture cleansing foam;;;;;;;;;;Yes;20.99;;No;20.00;No;;No;;;each.each;Yes;5;2;;;;;Realbarrier;Yes;Dark blue;;;;;;;;Yes;Realbarrier ceramide moisture cleansing foam;;;Yes;45;business;2eac7630-d81f-4deb-993c-24c89196b08a;475fe879-a8ac-4268-b111-558607aeaa17;
Realbarrier extreme cream ampoule;;;;;;;;;;Yes;25.00;;No;20.00;No;;No;;;each.each;Yes;4;2;;;;;Realbarrier;Yes;Dark blue;https://images.sumup.com/img_34K4Q8ZJH89QE93N5SVDY2GMSQ;;;;;;;Yes;Realbarrier extreme cream ampoule;;;Yes;45;business;08bfd34d-d999-4c3b-9df3-fe42d79192df;989f2f13-3054-4be4-b189-975c9e3b5a48;
Realbarrier extreme essence mist;;;;;;;;;;Yes;20.50;;No;20.00;No;;No;;;each.each;Yes;2;1;;;;;Realbarrier;Yes;Dark blue;https://images.sumup.com/img_12X4JZ86T09SY8N3EQ6K60EC9T;;;;;;;Yes;Realbarrier extreme essence mist;;;Yes;45;business;e2bf3920-b505-41a0-b284-4f191699c320;b1a9ba0e-4296-4ca5-b43c-d8fbe6982acd;
Realbarrier extreme panthenol toner pad;;;;;;;;;;Yes;30.50;;No;20.00;No;;No;;;each.each;Yes;4;2;;;;;Realbarrier;Yes;Dark blue;https://images.sumup.com/img_2J5VJ272FR82ZA4KS70NHVQP2N;;;;;;;Yes;Realbarrier extreme panthenol toner pad;;;Yes;45;business;c1cf7c52-5a23-4316-a056-fefd92b1a38c;47419d9f-5b2a-4a55-b9eb-488e66b5b0a1;
Realbarrier intense moisture panthenol sleeping pack;;;;;;;;;;Yes;23.75;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Realbarrier;Yes;Dark blue;;;;;;;;Yes;Realbarrier intense moisture panthenol sleeping pack;;;Yes;45;business;c320e159-ff04-434c-8b83-88d606fa64a1;c18d2ce9-4fff-4f34-aed9-62da77747937;
Realbarrier oil;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;Realbarrier;Yes;Dark blue;https://images.sumup.com/img_1SJMBCX7HW8MF8YG4HS13QZP1F;;;;;;;Yes;Realbarrier oil;;;Yes;45;business;7433e0d9-089c-4726-9d54-6fd6d705731d;526d2a98-0bce-4575-a445-88af83dfc652;
Realbarrier sun cream ;;;;;;;;;;Yes;24.90;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Realbarrier;Yes;Dark blue;https://images.sumup.com/img_5TCHMRHT119RESBNE2KRWX4D3V;;;;;;;Yes;Realbarrier sun cream ;;;Yes;45;business;609a5365-43d5-4b91-9127-4ef18fa8127d;1380addd-f737-4692-839f-c47847715576;
Round lab 1025 Dokdo Sunscreen;;;;;;;;;;Yes;28.75;;No;20.00;No;;No;;;each.each;Yes;3;2;;;;;ROUND LAB;Yes;Light blue;https://images.sumup.com/img_2XBX7V0M8K89NB1PARZKTRRXTX;;;;;;;Yes;Round lab 1025 Dokdo Sunscreen;;;Yes;45;business;b8e6cce9-b09f-4c22-9e6f-d6e5d92527a0;a4bc0051-af88-4368-815a-eba4a19b2998;
Round lab cleanser moisturizing;;;;;;;;;;Yes;23.00;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;ROUND LAB;Yes;Dark blue;https://images.sumup.com/img_620R8MP6C59E7REN1J3EF4CCY0;;;;;;;Yes;Round lab cleanser moisturizing;;;Yes;45;business;bf08239e-8418-4493-8f27-d9324f077323;1c93035b-6096-47ba-80ac-b64c25a1f9fa;
Round lab pine cica cleanser;;;;;;;;;;Yes;20.00;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;ROUND LAB;Yes;;https://images.sumup.com/img_6V1CHXG4GM85C95X83QFE4R3M6;;;;;;;Yes;Round lab pine cica cleanser;;;Yes;45;business;78b180d3-4b98-49f5-8866-498c661e2667;3570ba3c-1b7e-4f6d-b927-28441b31bd1b;
Round lab serum hydratant ;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;ROUND LAB;Yes;Dark blue;https://images.sumup.com/img_7N3499GJCQ924B2CP4QNKCBTTY;;;;;;;Yes;Round lab serum hydratant ;;;Yes;45;business;c4c2ebba-dbef-4c0f-86f6-1d7915e935e0;69750cf3-6f18-4003-97bc-ed6ff435374c;
Round lab sleeping ;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;ROUND LAB;Yes;Dark blue;https://images.sumup.com/img_0RY81C4F6A88KB1FFCAZQZHMFK;;;;;;;Yes;Round lab sleeping ;;;Yes;45;business;91be2740-a06c-41f2-8f71-29020629d605;77ae3d0f-dc22-4dfd-b41f-367264fcad3d;
Round lab sun cream birch Juice ;;;;;;;;;;Yes;24.00;;No;20.00;No;;No;;;each.each;Yes;-1;0;;;;;ROUND LAB;Yes;Dark blue;https://images.sumup.com/img_4CMQ1S061N9KPRGYN25E8VTB56;;;;;;;Yes;Round lab sun cream birch Juice ;;;Yes;45;business;83dc3d7c-eecc-49eb-af2d-519495c41dbe;06a0d56b-efaf-47cb-8413-8ae5a82611c6;
Round lab toner ;;;;;;;;;;Yes;25.00;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;ROUND LAB;Yes;Dark blue;https://images.sumup.com/img_1TX5HNWESY9T7A6NRJBET5H537;;;;;;;Yes;Round lab toner ;;;Yes;45;business;1547a83e-7a1a-4559-809f-0e3e82d0713a;0a998116-8bad-491c-8702-8b62eafcd6f0;
S. NATURE - Kit Moisturizing Cream X2;;;;;;;;;;Yes;27.90;;No;20.00;;;No;;;each.each;Yes;2;0;;;;;S. Nature;Yes;Light blue;https://images.sumup.com/img_0XRAFSMRNC8PRB3AQAHT5F9JHG;;;;;;;Yes;;;;Yes;45;business;52D59F8C-ACD2-4999-84F2-1BF092D2E2D0;187F856F-7F61-47D3-B52D-2FC4B597840F;
S.nature aqua Oasis gel ;;;;;;;;;;Yes;24.95;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;S. Nature;Yes;Light blue;https://images.sumup.com/img_53FWZKX6R7870TR2NVGDTSBBJJ;;;;;;;Yes;S.nature aqua Oasis gel ;;;Yes;45;business;458e33a5-6ee8-475d-a0a8-e5ebb18c24cd;9f1be316-090e-433f-8f03-6a501535258d;
S.nature foam rice ;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;S. Nature;Yes;;https://images.sumup.com/img_3GD244S20F887BZ7ZSV773V2AF;;;;;;;Yes;S.nature foam rice ;;;Yes;45;business;c21ff1ac-486a-4847-b57d-2e51f8bfb5bb;ef3a4ed7-383c-4e38-8f13-4e7b2cfa02f6;
S.nature rice oil;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;S. Nature;Yes;Pink;https://images.sumup.com/img_44HBCD6R3N894RQD1GD1Y0RSCV;;;;;;;Yes;S.nature rice oil;;;Yes;45;business;9acf1005-3860-46a1-bc34-e3f2bf73f362;676cfa81-580e-478f-bdf1-7f78ac579d98;
SEOUL 1988 - Cream : Retinal Liposome 1% + Fermented Rice;;;;;;;;;;Yes;22.00;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;SEOUL 1988;Yes;Dark red;https://images.sumup.com/img_3P1ZJAD1CH8N1VAKFJYEDVH88W;https://images.sumup.com/img_0CYZ2B90PZ9JABH8AX0KSMGC77;;;;;;No;;;;No;45;business;E3C107FD-39BF-4B65-BAAA-16B2D4C95F37;617B16D3-C83C-495C-AE00-C36EF64AEED4;
SEOUL 1988 - Essence : Snail Mucin 97% + Rice;;;;;;;;;;Yes;22.00;;No;20.00;;;No;;;each.each;Yes;2;1;;;;;SEOUL 1988;Yes;;https://images.sumup.com/img_7JNEQBZJ8B9ZDA99H2ETX2T92N;;;;;;;Yes;;;;Yes;45;business;806996F1-E38E-42FC-8145-7169896AB38B;989C6BB2-E7CF-42F3-B9F5-DF8EB85325DF;
SEOUL 1988 - Serum Retinal Liposome 2%;;;;;;;;;;Yes;22.00;;No;20.00;No;;No;;;each.each;Yes;6;0;;;;;SEOUL 1988;Yes;;https://images.sumup.com/img_3VE8H5XHXQ84396WGN69QM9740;;;;;;;Yes;SEOUL 1988 - Serum Retinal Liposome 2%;;;Yes;45;business;32be0ecb-8755-46ca-a5a1-10c3614ddc38;e06ed406-8040-410e-9b2c-af82093a4794;
SKIN 1004  Tone Brightening Capsule Ampoule;;;;;;;;;;Yes;19.70;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_5MAW2VKQHG9ZQASX48R493WDWF;;;;;;;Yes;Skin 1004 tone brightening;;;Yes;45;business;eb3b75d1-1adf-4f47-82ff-842145158b34;14ffe687-d134-4291-a7fc-409580a58b3b;
SKIN 1004 - Air-Fit Suncream Light SPF 30;;;;;;;;;;Yes;24.50;;No;20.00;No;19.50;No;;;each.each;Yes;1;2;;12346789497;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_3AHP2NDTT59X5VT17F460J0RGE;;;;;;;Yes;;;;No;45;business;2f1a46f9-3fa9-4b3c-953f-d618ec3fa5dc;5c75b315-a535-4744-b42e-cdc5ce1f01b0;
SKIN 1004 - Cleansing Oil;;;;;;;;;;Yes;19.99;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;SKIN 1004;Yes;;https://images.sumup.com/img_4YN4SA1WJN81CRK6Q4G0PQQ9E5;;;;;;;Yes;;;;Yes;45;business;368E91BE-E457-4241-8BB1-9C16855D0902;2EBF0380-7B03-44ED-AB42-611E35B53522;
SKIN 1004 - Mada Centella Tone Brightening Cream;;;;;;;;;;Yes;22.00;;No;20.00;No;22.00;No;;;each.each;Yes;0;2;;12346789479;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_7MRJ30AQ5P865SAX956Z4K1166;;;;;;;Yes;;;;No;45;business;69e31a9b-edf8-4a28-8c91-e96bf62102ed;ed056ca8-5d7a-4216-9969-d256e14d51d0;
SKIN 1004 - Madagascar Ampoule Centella ;;;;;;;;;;Yes;19.00;;No;20.00;No;19.00;No;;;each.each;Yes;0;2;;12346789483;;<p>Soulage et réhydrate la peau.</p>;SKIN 1004;Yes;;https://images.sumup.com/img_0QCXASBFPY8ANS6QJ375KVF6DA;;;;;;;Yes;;;;No;45;business;15792881-f330-4a83-b335-7c606c630ae4;931908d4-f6ec-40dd-93d6-e12b19fb1674;
SKIN 1004 - Madagascar Centella Ampoule Foam ;;;;;;;;;;Yes;20.00;;No;20.00;No;;No;;;each.each;Yes;2;2;;;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_0KJJX3NVJJ9WFT3MQV87ZNX1D3;;;;;;;Yes;SKIN 1004 - Madagascar Centella Ampoule Foam ;;;No;45;business;f635cb9c-1a33-411b-9924-531979275a74;25f181b4-07c2-4245-8bf9-4826f4d13e1f;
SKIN 1004 - Madagascar Centella Cream ;;;;;;;;;;Yes;18.99;;No;20.00;No;;No;;;each.each;Yes;2;2;;;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_5VV7W16Y0W9P28FJJHGJ8R8D98;;;;;;;No;SKIN 1004 - Madagascar Centella Cream ;;;No;45;business;4ECCDF70-9C31-406F-B7F6-0CF2455921ED;B3FC8E7A-6EE7-41CE-A73C-A17BF1CA3BCA;
SKIN 1004 - Madagascar Centella Hyalu-Cica Blue Serum - 100ml;;;;;;;;;;Yes;18.00;;No;20.00;No;18.00;No;;;each.each;Yes;1;2;;12346789507;;;SKIN 1004;Yes;Light blue;https://images.sumup.com/img_28VCSW26RT9S5T8H93PN6ZZWNZ;;;;;;;Yes;;;;No;45;business;f1fad22a-770e-4d09-bac8-c575d73b5070;752f05f4-efba-4b3c-b4cf-18574123c054;
